1	    2.19901
101 	0.000102
201 	0.000202
301 	0.000302
401 	0.000402
501	    0.000502
601 	0.000602
701	    0.000702
801 	0.000802
901	    0.000902
1001	0.001002
1101	0.001102
1201	0.001202
1301	0.001302
1401	0.001402
1501	0.001502
1601	0.001602
1701	0.001702
1801	0.001802
1901	0.001902
2001	0.002002
2101	0.002102
2201	0.002202
2301	0.002302
2401	0.002402
2501	0.002502
2601	0.002602
2701	0.002702
2801	0.002802
2901	0.002902
3001	0.003002
3101	0.003102
3201	0.003202
3301	0.003302
3401	0.003402
3501	0.003502
3601	0.003602
3701	0.003702
3801	0.003802
3901	0.003902
4001	0.004002
4101	0.004102
4201	0.004202
4301	0.004302
4401	0.004402
4501	0.004502
4601	0.004602
4701	0.004702
4801	0.004802
4901	0.004902
5001	0.005002
5101	0.005102
5201	0.005202
5301	0.005302
5401	0.005402
5501	0.005502
5601	0.005602
5701	0.005702
5801	0.005802
5901	0.005902
6001	0.006002
6101	0.006102
6201	0.006202
6301	0.006302
6401	0.006402
6501	0.006502
6601	0.006602
6701	0.006702
6801	0.006802
6901	0.006902
7001	0.007002
7101	0.007102
7201	0.007202
7301	0.007302
7401	0.007402
7501	0.007502
7601	0.007602
7701	0.007702
7801	0.007802
7901	0.007902
8001	0.008002
8101	0.008102
8201	0.008202
8301	0.008302
8401	0.008402
8501	0.008502
8601	0.008602
8701	0.008702
8801	0.008802
8901	0.008902
9001	0.009002
9101	0.009102
9201	0.009202
9301	0.009302
9401	0.009402
9501	0.009502
9601	0.009602
9701	0.009702
9801	0.009802
9901	0.009902
10001	0.010002
10101	0.010102
10201	0.010202
10301	0.010302
10401	0.010402
10501	0.010502
10601	0.010602
10701	0.010702
10801	0.010802
10901	0.010902
11001	0.011002
11101	0.011102
11201	0.011202
11301	0.011302
11401	0.011402
11501	0.011502
11601	0.011602
11701	0.011702
11801	0.011802
11901	0.011902
12001	0.012002
12101	0.012102
12201	0.012202
12301	0.012302
12401	0.012402
12501	0.012502
12601	0.012602
12701	0.012702
12801	0.012802
12901	0.012902
13001	0.013002
13101	0.013102
13201	0.013202
13301	0.013302
13401	0.013402
13501	0.013502
13601	0.013602
13701	0.013702
13801	0.013802
13901	0.013902
14001	0.014002
14101	0.014102
14201	0.014202
14301	0.014302
14401	0.014402
14501	0.014502
14601	0.014602
14701	0.014702
14801	0.014802
14901	0.014902
15001	0.015002
15101	0.015102
15201	0.015202
15301	0.015302
15401	0.015402
15501	0.015502
15601	0.015602
15701	0.015702
15801	0.015802
15901	0.015902
16001	0.016002
16101	0.016102
16201	0.016202
16301	0.016302
16401	0.016402
16501	0.016502
16601	0.016602
16701	0.016702
16801	0.016802
16901	0.016902
17001	0.017002
17101	0.017102
17201	0.017202
17301	0.017302
17401	0.017402
17501	0.017502
17601	0.017602
17701	0.017702
17801	0.017802
17901	0.017902
18001	0.018002
18101	0.018102
18201	0.018202
18301	0.018302
18401	0.018402
18501	0.018502
18601	0.018602
18701	0.018702
18801	0.018802
18901	0.018902
19001	0.019002
19101	0.019102
19201	0.019202
19301	0.019302
19401	0.019402
19501	0.019502
19601	0.019602
19701	0.019702
19801	0.019802
19901	0.019902
20001	0.020002
20101	0.020102
20201	0.020202
20301	0.020302
20401	0.020402
20501	0.020502
20601	0.020602
20701	0.020702
20801	0.020802
20901	0.020902
21001	0.021002
21101	0.021102
21201	0.021202
21301	0.021302
21401	0.021402
21501	0.021502
21601	0.021602
21701	0.021702
21801	0.021802
21901	0.021902
22001	0.022002
22101	0.022102
22201	0.022202
22301	0.022302
22401	0.022402
22501	0.022502
22601	0.022602
22701	0.022702
22801	0.022802
22901	0.022902
23001	0.023002
23101	0.023102
23201	0.023202
23301	0.023302
23401	0.023402
23501	0.023502
23601	0.023602
23701	0.023702
23801	0.023802
23901	0.023902
24001	0.024002
24101	0.024102
24201	0.024202
24301	0.024302
24401	0.024402
24501	0.024502
24601	0.024602
24701	0.024702
24801	0.024802
24901	0.024902
25001	0.025002
25101	0.025102
25201	0.025202
25301	0.025302
25401	0.025402
25501	0.025502
25601	0.025602
25701	0.025702
25801	0.025802
25901	0.025902
26001	0.026002
26101	0.026102
26201	0.026202
26301	0.026302
26401	0.026402
26501	0.026502
26601	0.026602
26701	0.026702
26801	0.026802
26901	0.026902
27001	0.027002
27101	0.027102
27201	0.027202
27301	0.027302
27401	0.027402
27501	0.027502
27601	0.027602
27701	0.027702
27801	0.027802
27901	0.027902
28001	0.028002
28101	0.028102
28201	0.028202
28301	0.028302
28401	0.028402
28501	0.028502
28601	0.028602
28701	0.028702
28801	0.028802
28901	0.028902
29001	0.029002
29101	0.029102
29201	0.029202
29301	0.029302
